customerid,age,salary,balance,marital,jobedu,targeted,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,response
11001,43,16000,1354,single,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",183 sec,2,-1,0,unknown,no
11002,55,50000,0,divorced,"admin.,secondary",yes,no,no,no,unknown,17,"jun, 2017",76 sec,2,-1,0,unknown,no
11003,39,60000,-184,married,"technician,secondary",yes,no,no,yes,unknown,17,"jun, 2017",185 sec,3,-1,0,unknown,no
11004,59,70000,124,married,"services,primary",yes,no,no,no,unknown,17,"jun, 2017",41 sec,2,-1,0,unknown,no
11005,56,55000,1126,married,"retired,primary",yes,no,no,no,unknown,17,"jun, 2017",39 sec,3,-1,0,unknown,no
11006,49,0,2226,single,"unknown,tertiary",no,no,no,no,unknown,17,"jun, 2017",138 sec,3,-1,0,unknown,no
11007,37,70000,9,divorced,"services,secondary",yes,no,yes,yes,unknown,17,"jun, 2017",411 sec,6,-1,0,unknown,no
11008,51,60000,1911,married,"technician,tertiary",yes,no,yes,yes,unknown,17,"jun, 2017",394 sec,3,-1,0,unknown,no
11009,51,60000,5244,divorced,"self-employed,tertiary",no,no,no,no,unknown,17,"jun, 2017",266 sec,2,-1,0,unknown,no
11010,54,55000,1614,married,"retired,secondary",yes,no,yes,no,unknown,17,"jun, 2017",534 sec,4,-1,0,unknown,no
11011,52,70000,2801,married,"services,tertiary",yes,no,yes,yes,unknown,17,"jun, 2017",311 sec,2,-1,0,unknown,no
11012,38,8000,926,married,"unemployed,secondary",yes,no,no,no,unknown,17,"jun, 2017",705 sec,5,-1,0,unknown,no
11013,54,60000,770,single,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",89 sec,2,-1,0,unknown,no
11014,58,20000,5279,married,"blue-collar,primary",yes,no,yes,no,unknown,17,"jun, 2017",93 sec,6,-1,0,unknown,no
11015,55,60000,148,divorced,"self-employed,secondary",yes,no,no,no,unknown,17,"jun, 2017",847 sec,3,-1,0,unknown,no
11016,28,20000,0,married,"blue-collar,primary",yes,no,yes,yes,unknown,17,"jun, 2017",273 sec,27,-1,0,unknown,no
11017,46,70000,741,married,"services,primary",yes,no,no,no,unknown,17,,161 sec,3,-1,0,unknown,no
11018,49,60000,788,married,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",162 sec,7,-1,0,unknown,no
11019,50,50000,276,married,"admin.,primary",yes,no,no,yes,unknown,17,"jun, 2017",641 sec,6,-1,0,unknown,no
11020,38,70000,-10,divorced,"services,secondary",yes,no,yes,no,unknown,17,"jun, 2017",61 sec,2,-1,0,unknown,no
11021,37,100000,-25,single,"management,tertiary",no,yes,no,no,unknown,17,"jun, 2017",136 sec,2,-1,0,unknown,no
11022,57,16000,0,married,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",187 sec,2,-1,0,unknown,no
11023,43,100000,392,married,"management,secondary",yes,no,no,no,unknown,17,"jun, 2017",332 sec,5,-1,0,unknown,no
11024,39,120000,156,married,"entrepreneur,secondary",yes,no,no,yes,unknown,17,"jun, 2017",76 sec,2,-1,0,unknown,no
11025,37,50000,-302,divorced,"admin.,secondary",yes,yes,no,no,unknown,17,"jun, 2017",406 sec,3,-1,0,unknown,no
11026,38,50000,156,divorced,"admin.,secondary",yes,no,yes,no,unknown,17,"jun, 2017",544 sec,3,-1,0,unknown,no
11027,36,20000,3649,single,"blue-collar,tertiary",no,no,yes,no,unknown,17,"jun, 2017",756 sec,2,-1,0,unknown,no
11028,38,70000,1610,single,"services,unknown",no,no,yes,no,unknown,17,"jun, 2017",76 sec,6,-1,0,unknown,no
11029,50,70000,1321,married,"services,secondary",yes,no,no,no,unknown,17,"jun, 2017",271 sec,2,-1,0,unknown,no
11030,53,55000,232,married,"retired,primary",yes,no,yes,yes,unknown,17,"jun, 2017",203 sec,2,-1,0,unknown,no
11031,50,100000,267,single,"management,tertiary",no,no,no,no,unknown,17,"jun, 2017",338 sec,2,-1,0,unknown,no
11032,53,60000,619,married,"technician,unknown",no,no,no,no,unknown,17,"jun, 2017",198 sec,6,-1,0,unknown,no
11033,46,20000,358,divorced,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",259 sec,2,-1,0,unknown,no
11034,36,100000,171,single,"management,tertiary",no,no,no,no,unknown,17,"jun, 2017",398 sec,4,-1,0,unknown,no
11035,55,100000,913,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",462 sec,5,-1,0,unknown,no
11036,59,120000,0,divorced,"entrepreneur,unknown",no,no,no,no,unknown,17,"jun, 2017",956 sec,2,-1,0,unknown,no
11037,58,16000,3957,married,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",76 sec,4,-1,0,unknown,no
11038,39,20000,1551,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",264 sec,16,-1,0,unknown,no
11039,38,120000,197,married,"entrepreneur,secondary",yes,no,no,no,unknown,17,"jun, 2017",979 sec,9,-1,0,unknown,no
11040,43,16000,618,married,"housemaid,secondary",yes,no,no,no,unknown,17,"jun, 2017",89 sec,4,-1,0,unknown,no
11041,39,20000,-119,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",135 sec,6,-1,0,unknown,no
11042,52,60000,1490,married,"technician,secondary",yes,no,no,yes,unknown,17,"jun, 2017",420 sec,4,-1,0,unknown,no
11043,56,20000,288,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",548 sec,3,-1,0,unknown,no
11044,36,20000,1409,married,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",235 sec,2,-1,0,unknown,no
11045,52,60000,851,married,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",87 sec,2,-1,0,unknown,no
11046,43,60000,236,married,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",169 sec,4,-1,0,unknown,no
11047,53,16000,120,divorced,"housemaid,secondary",yes,no,no,no,unknown,17,"jun, 2017",343 sec,2,-1,0,unknown,no
11048,50,70000,580,divorced,"services,tertiary",no,no,no,no,unknown,17,"jun, 2017",88 sec,2,-1,0,unknown,no
11049,25,60000,1116,single,"technician,secondary",yes,no,no,yes,unknown,17,"jun, 2017",68 sec,6,-1,0,unknown,no
11050,36,70000,398,single,"services,secondary",yes,no,yes,yes,unknown,17,"jun, 2017",77 sec,2,-1,0,unknown,no
11051,35,20000,331,married,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",116 sec,3,-1,0,unknown,no
11052,51,20000,3942,married,"blue-collar,primary",yes,no,yes,no,unknown,17,"jun, 2017",363 sec,3,-1,0,unknown,no
11053,38,20000,7944,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",116 sec,3,-1,0,unknown,no
11054,54,70000,468,married,"services,secondary",yes,no,no,no,unknown,17,"jun, 2017",207 sec,3,-1,0,unknown,no
11055,45,100000,3329,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",311 sec,2,-1,0,unknown,no
11056,36,20000,0,married,"blue-collar,secondary",yes,yes,no,yes,unknown,17,"jun, 2017",138 sec,5,-1,0,unknown,no
11057,36,70000,1981,married,"services,secondary",yes,no,no,no,unknown,17,"jun, 2017",48 sec,2,-1,0,unknown,no
11058,26,100000,71,single,"management,primary",yes,no,no,no,unknown,17,"jun, 2017",390 sec,2,-1,0,unknown,no
11059,51,60000,307,married,"self-employed,primary",yes,no,yes,yes,unknown,17,"jun, 2017",65 sec,2,-1,0,unknown,no
11060,52,100000,502,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",637 sec,3,-1,0,unknown,no
11061,46,100000,25,divorced,"management,tertiary",no,no,no,no,unknown,17,"jun, 2017",564 sec,2,-1,0,unknown,no
11062,58,16000,57,divorced,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",117 sec,3,-1,0,unknown,no
11063,45,0,1979,married,"unknown,unknown",no,no,no,no,unknown,17,"jun, 2017",76 sec,3,-1,0,unknown,no
11064,27,20000,370,single,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",128 sec,21,-1,0,unknown,no
11065,57,20000,4073,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",193 sec,3,-1,0,unknown,no
11066,42,20000,46,married,"blue-collar,primary",yes,no,yes,no,unknown,17,"jun, 2017",130 sec,6,-1,0,unknown,no
11067,29,50000,-95,single,"admin.,secondary",yes,yes,yes,no,unknown,17,"jun, 2017",269 sec,3,-1,0,unknown,no
11068,52,100000,7388,married,"management,tertiary",yes,no,no,yes,unknown,17,"jun, 2017",291 sec,2,-1,0,unknown,no
11069,37,60000,531,divorced,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",150 sec,7,-1,0,unknown,no
11070,48,100000,734,married,"management,tertiary",yes,no,yes,no,unknown,17,"jun, 2017",1208 sec,3,-1,0,unknown,no
11071,37,50000,10465,married,"admin.,secondary",yes,no,no,no,unknown,17,"jun, 2017",144 sec,6,-1,0,unknown,no
11072,36,20000,2357,married,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",228 sec,2,-1,0,unknown,no
11073,24,60000,2355,single,"technician,secondary",yes,no,yes,no,unknown,17,"jun, 2017",158 sec,3,-1,0,unknown,no
11074,35,70000,1359,married,"services,tertiary",yes,no,no,no,unknown,17,"jun, 2017",585 sec,2,-1,0,unknown,no
11075,39,100000,51,divorced,"management,secondary",yes,no,no,no,unknown,17,"jun, 2017",334 sec,2,-1,0,unknown,no
11076,35,70000,0,married,"services,unknown",no,no,no,no,unknown,17,"jun, 2017",229 sec,7,-1,0,unknown,no
11077,46,55000,865,divorced,"retired,secondary",yes,no,no,no,unknown,17,"jun, 2017",117 sec,11,-1,0,unknown,no
11078,57,120000,873,divorced,"entrepreneur,tertiary",no,no,no,no,unknown,17,"jun, 2017",441 sec,3,-1,0,unknown,no
11079,36,20000,2596,single,"blue-collar,secondary",yes,no,no,no,unknown,18,"jun, 2017",60 sec,6,-1,0,unknown,no
11080,49,60000,662,married,"technician,secondary",yes,no,no,no,unknown,18,"jun, 2017",47 sec,2,-1,0,unknown,no
11081,57,55000,5253,divorced,"retired,tertiary",no,no,no,no,unknown,18,"jun, 2017",235 sec,3,-1,0,unknown,no
11082,36,70000,9231,single,"services,secondary",yes,no,no,no,unknown,18,"jun, 2017",270 sec,3,-1,0,unknown,no
11083,44,20000,0,married,"blue-collar,primary",yes,no,no,no,unknown,18,"jun, 2017",192 sec,5,-1,0,unknown,no
11084,44,20000,0,married,"blue-collar,secondary",yes,no,no,no,unknown,18,"jun, 2017",26 sec,7,-1,0,unknown,no
11085,52,55000,424,married,"retired,secondary",yes,no,no,no,unknown,18,"jun, 2017",89 sec,3,-1,0,unknown,no
11086,38,100000,0,single,"management,tertiary",no,no,no,no,unknown,18,"jun, 2017",61 sec,7,-1,0,unknown,no
11087,48,20000,551,married,"blue-collar,primary",yes,no,yes,yes,unknown,18,"jun, 2017",386 sec,5,-1,0,unknown,no
11088,51,60000,1123,married,"technician,secondary",yes,no,no,no,unknown,18,"jun, 2017",54 sec,4,-1,0,unknown,no
11089,49,16000,434,married,"housemaid,primary",yes,no,yes,yes,unknown,18,"jun, 2017",272 sec,3,-1,0,unknown,no
11090,46,20000,-1,married,"blue-collar,primary",yes,no,no,no,unknown,18,"jun, 2017",35 sec,3,-1,0,unknown,no
11091,40,60000,265,married,"technician,secondary",yes,no,no,no,unknown,18,"jun, 2017",1365 sec,4,-1,0,unknown,no
11092,40,50000,1200,single,"admin.,secondary",yes,no,yes,no,unknown,18,"jun, 2017",284 sec,8,-1,0,unknown,no
11093,50,70000,1134,married,"services,secondary",yes,no,no,no,unknown,18,"jun, 2017",53 sec,2,-1,0,unknown,no
11094,39,100000,26,divorced,"management,tertiary",no,no,no,no,unknown,18,"jun, 2017",311 sec,5,-1,0,unknown,no
11095,48,50000,1253,single,"admin.,secondary",yes,no,yes,no,unknown,18,"jun, 2017",245 sec,2,-1,0,unknown,no
11096,46,0,10,single,"unknown,primary",yes,no,no,no,unknown,18,"jun, 2017",64 sec,6,-1,0,unknown,no
11097,45,50000,231,married,"admin.,secondary",yes,no,yes,no,unknown,18,"jun, 2017",151 sec,3,-1,0,unknown,no
11098,46,20000,557,married,"blue-collar,primary",yes,no,no,no,unknown,18,"jun, 2017",89 sec,1,-1,0,unknown,no
11099,37,20000,1736,married,"blue-collar,secondary",yes,no,no,yes,unknown,18,"jun, 2017",66 sec,1,-1,0,unknown,no
11100,40,60000,256,married,"self-employed,secondary",yes,no,no,no,unknown,18,"jun, 2017",30 sec,1,-1,0,unknown,no
11101,55,55000,31,married,"retired,secondary",yes,no,no,no,unknown,18,"jun, 2017",72 sec,1,-1,0,unknown,no
11102,42,120000,31,divorced,"entrepreneur,secondary",yes,no,no,no,unknown,18,"jun, 2017",120 sec,1,-1,0,unknown,no
11103,28,20000,-493,married,"blue-collar,secondary",yes,no,yes,no,unknown,18,"jun, 2017",126 sec,4,-1,0,unknown,no
11104,45,20000,103,married,"blue-collar,secondary",yes,no,no,no,unknown,18,"jun, 2017",48 sec,1,-1,0,unknown,no
11105,29,16000,1104,married,"housemaid,secondary",yes,no,yes,no,unknown,18,"jun, 2017",262 sec,9,-1,0,unknown,no
11106,52,20000,262,married,"blue-collar,secondary",yes,no,no,no,unknown,18,"jun, 2017",1062 sec,4,-1,0,unknown,no
11107,37,70000,2657,single,"services,secondary",yes,no,yes,no,unknown,18,"jun, 2017",295 sec,1,-1,0,unknown,no
11108,37,20000,415,single,"blue-collar,secondary",yes,no,no,no,unknown,18,"jun, 2017",203 sec,1,-1,0,unknown,no
11109,28,100000,2253,single,"management,tertiary",no,no,yes,no,unknown,18,"jun, 2017",906 sec,2,-1,0,unknown,no
11110,49,100000,1330,married,"management,primary",yes,no,no,yes,unknown,18,"jun, 2017",37 sec,1,-1,0,unknown,no
11111,42,70000,0,married,"services,secondary",yes,no,no,no,unknown,18,"jun, 2017",118 sec,6,-1,0,unknown,no
11112,42,0,2918,single,"unknown,tertiary",no,no,no,no,unknown,18,"jun, 2017",18 sec,1,-1,0,unknown,no
11113,51,16000,1093,married,"housemaid,primary",yes,no,no,yes,unknown,18,"jun, 2017",18 sec,1,-1,0,unknown,no
11114,54,16000,3151,married,"housemaid,primary",yes,no,no,no,unknown,18,"jun, 2017",350 sec,7,-1,0,unknown,no
11115,39,50000,224,married,"admin.,secondary",yes,no,no,no,unknown,18,"jun, 2017",421 sec,2,-1,0,unknown,no
11116,51,55000,67,married,"retired,primary",yes,no,no,no,unknown,18,"jun, 2017",835 sec,1,-1,0,unknown,yes
11117,60,55000,0,married,"retired,primary",yes,no,no,no,unknown,18,"jun, 2017",104 sec,1,-1,0,unknown,no
11118,29,20000,-565,married,"blue-collar,secondary",yes,no,yes,no,unknown,18,"jun, 2017",164 sec,3,-1,0,unknown,no
11119,38,70000,2289,married,"services,secondary",yes,no,no,no,unknown,18,"jun, 2017",89 sec,5,-1,0,unknown,no
11120,39,60000,426,single,"self-employed,tertiary",no,no,no,no,unknown,18,"jun, 2017",1029 sec,1,-1,0,unknown,yes
11121,36,20000,9,married,"blue-collar,tertiary",yes,no,yes,no,unknown,18,"jun, 2017",112 sec,3,-1,0,unknown,no
11122,55,20000,1101,married,"blue-collar,primary",yes,no,no,no,unknown,18,"jun, 2017",744 sec,3,-1,0,unknown,no
11123,36,8000,8267,divorced,"unemployed,secondary",yes,no,no,no,unknown,18,"jun, 2017",321 sec,2,-1,0,unknown,no
11124,37,100000,223,married,"management,tertiary",yes,no,no,no,unknown,18,"jun, 2017",24 sec,10,-1,0,unknown,no
11125,48,50000,1096,married,"admin.,secondary",yes,no,yes,no,unknown,18,"jun, 2017",213 sec,5,-1,0,unknown,no
11126,37,20000,704,married,"blue-collar,primary",yes,no,no,no,unknown,18,"jun, 2017",165 sec,7,-1,0,unknown,no
11127,51,100000,192,married,"management,primary",yes,no,no,no,unknown,18,"jun, 2017",129 sec,3,-1,0,unknown,no
11128,51,70000,9,divorced,"services,secondary",yes,no,no,no,unknown,18,"jun, 2017",371 sec,2,-1,0,unknown,yes
11129,36,20000,1707,married,"blue-collar,primary",yes,no,no,no,unknown,18,"jun, 2017",190 sec,2,-1,0,unknown,no
11130,27,120000,47,married,"entrepreneur,secondary",yes,no,yes,no,unknown,18,"jun, 2017",114 sec,4,-1,0,unknown,no
11131,36,0,1370,married,"unknown,secondary",yes,no,no,no,unknown,18,"jun, 2017",221 sec,5,-1,0,unknown,no
11132,33,100000,729,single,"management,tertiary",no,no,yes,yes,unknown,18,"jun, 2017",178 sec,5,-1,0,unknown,no
11133,58,8000,7798,divorced,"unemployed,secondary",yes,no,no,no,unknown,18,"jun, 2017",247 sec,5,-1,0,unknown,no
11134,27,60000,629,single,"technician,secondary",yes,no,yes,yes,unknown,18,"jun, 2017",680 sec,2,-1,0,unknown,no
11135,56,20000,3760,married,"blue-collar,secondary",yes,no,no,no,unknown,18,"jun, 2017",243 sec,3,-1,0,unknown,no
11136,42,50000,0,divorced,"admin.,secondary",yes,no,yes,yes,unknown,18,"jun, 2017",185 sec,4,-1,0,unknown,no
11137,32,70000,201,married,"services,secondary",yes,no,yes,no,unknown,18,"jun, 2017",110 sec,2,-1,0,unknown,no
11138,26,50000,416,married,"admin.,secondary",yes,no,yes,yes,unknown,18,"jun, 2017",172 sec,2,-1,0,unknown,no
11139,25,70000,-501,single,"services,unknown",no,no,yes,yes,unknown,18,"jun, 2017",156 sec,3,-1,0,unknown,no
11140,39,20000,39,married,"blue-collar,secondary",yes,no,yes,no,unknown,18,"jun, 2017",34 sec,6,-1,0,unknown,no
11141,42,20000,1279,single,"blue-collar,secondary",yes,no,yes,no,unknown,18,"jun, 2017",347 sec,4,-1,0,unknown,no
11142,37,20000,10721,married,"blue-collar,secondary",yes,no,yes,no,unknown,18,"jun, 2017",394 sec,3,-1,0,unknown,no
11143,28,20000,975,single,"blue-collar,secondary",yes,no,yes,no,unknown,18,"jun, 2017",59 sec,3,-1,0,unknown,no
11144,29,100000,620,married,"management,tertiary",yes,no,yes,no,unknown,18,"jun, 2017",72 sec,3,-1,0,unknown,no
11145,50,50000,311,married,"admin.,secondary",yes,no,yes,yes,unknown,18,"jun, 2017",417 sec,3,-1,0,unknown,no
11146,48,100000,0,single,"management,tertiary",no,no,no,no,unknown,18,"jun, 2017",96 sec,3,-1,0,unknown,no
11147,27,50000,-97,married,"admin.,secondary",yes,no,yes,no,unknown,18,"jun, 2017",1528 sec,2,-1,0,unknown,yes
11148,24,20000,0,married,"blue-collar,secondary",yes,no,yes,no,unknown,18,"jun, 2017",154 sec,4,-1,0,unknown,no
11149,48,50000,479,single,"admin.,secondary",yes,no,yes,yes,unknown,18,"jun, 2017",533 sec,3,-1,0,unknown,no
11150,46,100000,46,single,"management,tertiary",no,no,no,yes,unknown,18,"jun, 2017",107 sec,1,-1,0,unknown,no
11151,49,60000,1202,single,"technician,secondary",yes,no,yes,no,unknown,18,"jun, 2017",122 sec,1,-1,0,unknown,no
11152,48,20000,363,married,"blue-collar,primary",yes,no,yes,no,unknown,18,"jun, 2017",257 sec,6,-1,0,unknown,no
11153,44,20000,1147,married,"blue-collar,secondary",yes,no,yes,no,unknown,18,"jun, 2017",23 sec,3,-1,0,unknown,no
11154,61,120000,369,divorced,"entrepreneur,secondary",yes,no,no,no,unknown,18,"jun, 2017",82 sec,1,-1,0,unknown,no
11155,58,0,219,married,"unknown,unknown",no,no,no,no,unknown,18,"jun, 2017",55 sec,1,-1,0,unknown,no
11156,43,70000,62,divorced,"services,secondary",yes,no,no,no,unknown,18,"jun, 2017",67 sec,1,-1,0,unknown,no
11157,45,16000,143,married,"housemaid,tertiary",yes,no,no,no,unknown,18,"jun, 2017",83 sec,1,-1,0,unknown,no
11158,43,50000,3485,married,"admin.,unknown",no,no,no,no,unknown,18,"jun, 2017",113 sec,1,-1,0,unknown,no
11159,58,55000,97,divorced,"retired,primary",yes,no,no,no,unknown,18,"jun, 2017",59 sec,1,-1,0,unknown,no
11160,50,16000,0,married,"housemaid,secondary",yes,no,no,no,unknown,18,"jun, 2017",551 sec,1,-1,0,unknown,no
11161,43,100000,657,married,"management,tertiary",yes,no,no,no,unknown,18,"jun, 2017",367 sec,1,-1,0,unknown,no
11162,59,100000,1304,divorced,"management,tertiary",no,no,no,no,unknown,18,"jun, 2017",220 sec,1,-1,0,unknown,no
11163,56,120000,2351,single,"entrepreneur,unknown",no,no,no,no,unknown,18,"jun, 2017",15 sec,1,-1,0,unknown,no
11164,60,55000,1524,married,"retired,secondary",yes,no,no,no,unknown,18,"jun, 2017",173 sec,1,-1,0,unknown,no
11165,58,16000,0,married,"housemaid,primary",yes,no,no,no,unknown,18,"jun, 2017",37 sec,1,-1,0,unknown,no
11166,57,20000,773,married,"blue-collar,secondary",yes,no,yes,yes,unknown,18,"jun, 2017",97 sec,8,-1,0,unknown,no
11167,42,16000,197,married,"housemaid,secondary",yes,no,no,no,unknown,18,"jun, 2017",199 sec,1,-1,0,unknown,no
11168,36,20000,2627,married,"blue-collar,secondary",yes,no,yes,no,unknown,18,"jun, 2017",94 sec,1,-1,0,unknown,no
11169,35,50000,165,married,"admin.,secondary",yes,no,yes,no,unknown,18,"jun, 2017",272 sec,1,-1,0,unknown,no
11170,37,20000,-689,divorced,"blue-collar,secondary",yes,yes,no,no,unknown,18,"jun, 2017",15 sec,1,-1,0,unknown,no
11171,40,60000,397,married,"technician,tertiary",yes,no,no,no,unknown,18,"jun, 2017",50 sec,1,-1,0,unknown,no
11172,37,100000,11265,married,"management,tertiary",yes,no,no,no,unknown,18,"jun, 2017",417 sec,1,-1,0,unknown,no
11173,55,100000,5836,married,"management,secondary",yes,no,no,no,unknown,18,"jun, 2017",192 sec,1,-1,0,unknown,no
11174,36,100000,391,single,"management,tertiary",no,no,no,no,unknown,18,"jun, 2017",443 sec,1,-1,0,unknown,no
11175,37,4000,0,married,"student,unknown",no,no,no,no,unknown,18,"jun, 2017",115 sec,1,-1,0,unknown,no
11176,45,0,0,single,"unknown,secondary",yes,no,no,no,unknown,18,"jun, 2017",1487 sec,1,-1,0,unknown,no
11177,49,20000,1743,married,"blue-collar,secondary",yes,no,no,no,unknown,18,"jun, 2017",68 sec,1,-1,0,unknown,no
11178,28,60000,594,divorced,"technician,tertiary",no,no,yes,yes,unknown,18,"jun, 2017",54 sec,3,-1,0,unknown,no
11179,60,55000,1582,divorced,"retired,primary",yes,no,no,yes,unknown,18,"jun, 2017",159 sec,1,-1,0,unknown,no
11180,44,20000,2791,married,"blue-collar,primary",yes,no,no,no,unknown,18,"jun, 2017",335 sec,1,-1,0,unknown,no
11181,49,60000,997,married,"technician,secondary",yes,no,no,no,unknown,18,"jun, 2017",118 sec,1,-1,0,unknown,no
11182,39,120000,2310,married,"entrepreneur,tertiary",yes,no,yes,yes,unknown,18,"jun, 2017",104 sec,1,-1,0,unknown,no
11183,37,60000,0,married,"technician,secondary",yes,yes,no,no,unknown,18,"jun, 2017",236 sec,1,-1,0,unknown,no
11184,49,100000,1401,married,"management,unknown",no,no,no,no,unknown,18,"jun, 2017",300 sec,1,-1,0,unknown,no
11185,54,16000,5048,married,"housemaid,primary",yes,no,no,no,unknown,18,"jun, 2017",163 sec,1,-1,0,unknown,no
11186,48,100000,0,married,"management,tertiary",yes,yes,no,yes,unknown,18,"jun, 2017",103 sec,1,-1,0,unknown,no
